net_assets,ytd_return,fund_yield,net_annual_expense_ratio_fund,portfolio_stocks,portfolio_bonds,price_earnings,price_book,price_sales,price_cashflow,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,rating_us_government,rating_aaa,rating_aa,rating_a,rating_bbb,rating_bb,rating_b,rating_below_b,rating_others,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2018,fund_return_2017,fund_alpha_3years,fund_alpha_5years,fund_alpha_10years,fund_beta_3years,fund_beta_5years,fund_beta_10years,fund_mean_annual_return_3years,fund_mean_annual_return_5years,fund_mean_annual_return_10years,fund_r_squared_3years,fund_r_squared_5years,fund_r_squared_10years,fund_standard_deviation_3years,fund_standard_deviation_5years,fund_standard_deviation_10years,fund_sharpe_ratio_3years,fund_sharpe_ratio_5years,fund_sharpe_ratio_10years,fund_treynor_ratio_5years,fund_treynor_ratio_10years
1360000000,58.15,0.57,0.92,91.69,0,17.05,2.97,2.02,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.96,0,4.85,0,41.96,0,13.85,0,33.07,0,24.61,0,0,0,-24.91,71.26,-3.26,-4.03,0,3.02,3.07,0,2.86,2.34,0,99.8,99.81,0,32.49,34.35,0,1.02,0.8,0,7.77,0
6890000,28.02,0.27,0.95,62.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52,0,0.66,0,20.52,0,-15.4,0,8.5,0,-2.06,0,0,0,-32.2,56.52,-8.14,-16.78,0,1.47,1.69,0,0.9,0.1,0,44.02,56.12,0,23.8,25.21,0,0.4,0.02,0,-1.59,0
15780000,20.25,1.41,0.95,42.49,0,19.07,2.06,2.34,8.56,0.57,0,0,0,0,0,98.83,0,0.6,0,0,0,0,0,0,0,0,0,0,0,21.68,0,5.01,0,21.68,0,34.65,0,14.66,0,18.19,0,23.69,0,2.68,22.3,9.3,13.58,13.35,0.47,0.55,0.68,1.36,1.67,2.02,4.95,5.88,13.5,22.9,25.56,23.64,0.66,0.75,1,31.38,33.92
242470000,3.64,0.41,0.69,100,0,15.21,1.26,0.68,3.02,61.97,0,4.87,0,0,0,0.53,0,0,32.63,0,0,0,0,0,0,0,0,0,0,7.03,20.41,0.97,0.47,7.03,5.46,3.94,22.79,-1.85,-1.54,-15.73,3.2,0,3.69,-20.16,19.04,-9.65,-21.22,0,1.15,1.39,0,0.2,-1,0,13,23.43,0,32.01,31.78,0,0.04,-0.4,0,-11.72,0
141130000,34.4,1.13,0.95,48.5,0,34.45,2.41,5,8.07,2.09,0,0,87.39,0,0,0,9.62,0,0.89,0,0,0,0,0,0,0,0,0,0,35.8,0,8.38,0,35.8,0,34.31,0,11.45,0,15.11,0,30.14,0,-13.53,16.57,-4.99,2.03,2.05,1.48,1.46,1.96,1.17,1.48,2.69,37.31,35.16,48.72,26.04,27.56,35.62,0.49,0.62,0.89,9.75,15.04
1380000,-7.77,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27,0,3.21,0,-1.27,0,-13.45,0,-3.17,0,-10.28,0,-5.21,0,-13.88,27.79,-2,-7.46,-16.09,-21.13,-22.33,45.18,-0.37,-0.91,-0.34,1.6,0.86,3.18,13.74,16.34,20.15,-0.42,-0.72,-0.22,0.55,-0.14
603650000,16.33,2.04,0.24,99.42,0,15.47,2.1,1.53,7.61,4.42,11.72,17.19,3.12,8.92,12.77,3.36,3.7,6.06,11.15,17.59,0,0,0,0,0,0,0,0,0,12.58,10.42,1.49,0.78,12.58,4.75,4.1,15.14,10.87,4.78,6.81,8.77,0,2.52,-8.37,22.51,3.67,4.53,0,0.85,0.84,0,0.91,0.62,0,79.27,85.02,0,10.05,10.97,0,0.96,0.6,0,7.38,0
100810000,58.88,0.24,0.95,91.84,0,15.78,1.81,1.02,6.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.36,0,-7.31,0,45.36,0,-8.79,0,28.72,0,10.02,0,0,0,-39.52,39.76,-8.93,-15.6,0,3.71,3.55,0,3.08,1.79,0,68.87,66.77,0,48,48.57,0,0.74,0.42,0,2.6,0
18700000,22.19,5.35,0.75,98.36,0,17.51,1.85,0.84,5.89,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,23.51,15.4,4.56,-3.99,23.51,-1.4,16.88,-1.79,0,-7.54,0,1.96,0,0,-17.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438750000,2.54,0,0.8,0,17.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,8.1,-1.2,3.09,3.2,-3.42,-9.47,-4.15,-1.41,-15.94,-7.95,-10.68,0,-7.74,-11.73,6.14,-4.14,-3.19,0,0.49,0.53,0,-0.08,-0.64,0,47.69,65.77,0,8.84,10.02,0,-0.25,-0.85,0,-16.31,0
55250000,61.36,0.75,0.95,37.18,0,14.77,3.79,3.56,7.9,0.55,0,0,0,0,0,0,0.22,0,0,99.23,0,0,0,0,0,0,0,0,0,41.17,0,7.56,0,41.17,0,-6.13,0,45.38,0,33.36,0,33.29,0,-26.27,80.93,15.8,10.91,-0.52,2.31,2.4,2.44,3.74,3.02,3.08,44.08,49.6,58.52,37.37,38.18,40.44,1.16,0.93,0.9,13.56,13.44
50580000,1.74,0.87,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,2.3,0.77,0.47,0.99,1.08,9.17,3.81,1.65,-1.84,3.61,-0.92,0,0.74,5.54,-7.9,0.14,2.83,0,2.29,0.8,0,0.15,0.32,0,0.11,0.01,0,5.8,6.12,0,0.1,0.49,0,3.57,0
30820000,,0,0.29,99.87,0,13.06,2.15,1.18,6.13,3.11,10.32,21.99,3.17,14.12,11.53,1.68,2.6,7.86,13.36,10.25,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
32990000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.06,0,-1.07,0,-10.22,0,-25.2,0,-4.64,0,-18.98,0,0,0,,32.27,0,0,,0,0,,-0.22,-1.52,,0,0,,21.04,23.14,,-0.11,-0.78,,0,
48000000,18.09,2.26,0.29,99.8,0,15.53,2.17,1.36,7.66,4.69,16.13,15.8,8.99,6.54,8.41,3.82,1.52,4.88,17.34,11.9,0,0,0,0,0,0,0,0,0,14.6,9.01,0.3,0.12,14.6,4.65,3.86,12.18,0,8.34,0,15.92,0,7.88,-10.19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430000000,0.76,1.87,0.15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0.54,1.02,0.14,0.12,0.54,-0.01,1.81,0.72,1.48,0.73,0.8,0.49,0,2.14,1.82,1.04,0,-0.01,0,-0.01,-0.01,0,0.11,0.07,0,8.01,2.59,0,0.19,0.24,0,-0.08,-0.21,0,3.83,0
839930000,-9.33,6.1,0.22,0.06,97.56,9.66,0.48,1.69,0.47,0,0,100,0,0,0,0,0,0,0,0,0,0.45,0,0,1.59,44.45,39.65,13.85,0,7.33,11.06,1.08,0.62,7.33,4.34,5.56,9.05,0,3.39,0,5.84,0,0,-2.54,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790000000,5.66,3.4,0.06,0,97.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,8.43,37.71,50.15,0,0,0,0.03,5.05,7.63,2.52,-0.11,5.05,1.14,5.08,7.09,3.34,4.99,3.47,4.96,5.76,6.03,-2.4,5.99,1.18,0.32,1.21,1.17,1.2,1.29,0.28,0.29,0.49,85.51,83.89,74.97,3.73,3.75,4.22,0.56,0.71,1.28,2.2,4.29
61930000,31.84,0,0.86,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.34,5.7,2.55,4.48,25.34,-3.97,-0.57,-17.63,11.34,-26.81,-12.57,-17.55,-2.91,-16.57,-15.31,3.25,5.81,5.69,-0.38,1.72,1.61,1.31,1.15,-0.8,0.02,76.57,80.61,70.68,24.76,27.33,25.14,0.51,-0.38,-0.01,-8.3,-2.57
162540000,16.18,1.62,0.35,99.69,0,16.61,2.03,1.51,7.68,4.27,14.97,17.5,15.81,9.19,7.25,6.54,2.51,3.85,7.77,10.32,0,0,0,0,0,0,0,0,0,13.97,9.01,0.71,0.12,13.97,4.65,5.26,12.18,9.27,8.34,0,15.92,0,7.88,-7.38,16.3,-3.08,0,0,0.94,0,0,0.79,0,0,89.57,0,0,10.61,0,0,0.77,0,0,0,0
224130000,-13.29,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.28,0,-10.63,0,-11.28,0,-33.66,0,-19.9,0,-32.12,0,0,0,-37.83,4.18,-6.29,-11.96,0,0.78,0.78,0,-0.16,-1.58,0,2.12,3.37,0,67.6,64.44,0,-0.05,-0.31,0,-42.19,0
1610000000,15.01,2.03,0.12,99.7,0,17.21,3.41,2.79,10.95,1.64,12.35,13.26,0,13.07,20.27,0,6.27,3.9,9.81,19.41,0,0,0,0,0,0,0,0,0,11.81,7.5,1.68,-0.25,11.81,3.2,12.56,13.45,0,10.14,0,15.76,0,7.33,-1.76,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114480000,14.02,1.29,0.28,100,0,14.47,2.42,1.28,7.75,1.8,17.03,14.12,3.01,8.9,14.3,3.1,5.06,5.36,12.87,14.45,0,0,0,0,0,0,0,0,0,11.27,7.5,-0.09,-0.25,11.27,3.2,4.81,13.45,0,10.14,0,15.76,0,7.33,-4.25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24930000000,14.36,1.89,0.15,99.37,0,18.94,3.09,2.31,10.96,2.36,9.79,13.27,9.52,13.39,14.74,8.43,3.75,1.94,13.15,9.66,0,0,0,0,0,0,0,0,0,12.67,7.5,2.71,-0.25,12.67,3.2,15.54,13.45,12.47,10.14,12.53,15.76,0,7.33,1.36,18.97,1.95,4.14,0,0.74,0.72,0,1.02,1.02,0,76.5,78.69,0,9.17,9.08,0,1.19,1.26,0,16.32,0
1550000000,37.4,0,0.73,0,21.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4,5.7,4.6,4.48,29.4,-3.97,-4.51,-17.63,8.82,-26.81,-19.33,-17.55,-8.09,-16.57,-20.64,3.19,3.54,1.7,-4.8,1.95,1.86,1.49,1.04,-1.33,-0.35,73.33,76.85,66.92,28.73,32.27,29.39,0.39,-0.52,-0.16,-10.84,-5.79
2370000,-65.75,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58.14,0,-14.52,0,-58.14,0,-36.4,0,0,0,0,0,0,0,14.91,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7660000,36.48,16.31,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.53,5.7,4.9,4.48,31.53,-3.97,-1.43,-17.63,0,-26.81,0,-17.55,0,-16.57,-20.84,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21390000,139.6,0,1.47,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.2,0,12.99,0,102.2,0,-38.12,0,0,0,0,0,0,0,-64.68,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210000000,16.2,4.84,0.08,99.36,0,39.07,2.26,5.4,7.44,0,0,0,98.89,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,16.32,12.94,3.22,-1.43,16.32,0.15,20.84,19.51,6.16,12.81,9.03,14.73,17.17,5.52,-4.55,5.17,-0.95,4.98,6.93,0.7,0.64,0.85,0.58,0.8,1.46,26.6,25.15,44.62,13.65,14.07,17.73,0.41,0.63,0.96,12.92,19.71
26140000,3.68,1.87,0.95,0,36.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81,0,5.02,0,4.81,0,8.2,0,-0.53,0,4.1,0,0,0,-1.3,3.11,-3.75,-2.62,0,3.01,3.23,0,-0.01,0.37,0,91.72,90.03,0,9.31,9.73,0,-0.16,0.38,0,1.02,0
72560000,2.07,2.47,0.35,0,93.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.26,14.45,25.63,29.1,5.98,0,0.72,1.86,1.94,2.93,0.77,0.14,1.94,0.49,3.59,2.81,0,1.75,0,1.98,0,0,1.44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3780000,-4.49,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27,25.03,-3.78,1.17,-2.27,1.76,-10.2,18.43,-1.67,-4.15,-6.85,-6.54,0.14,6.83,-11.19,5.8,-2.31,-3.09,4.18,0.25,0.25,0.99,0,-0.4,0.4,1.96,3.05,26.35,22.54,21.9,30.96,-0.06,-0.26,0.14,-30.52,-0.38
97040000,15.15,1.31,0.25,99.86,0,14.54,1.43,0.85,5.68,3.85,10.57,10.48,21.59,3.59,15.76,3.35,1.57,3.58,12.41,13.25,0,0,0,0,0,0,0,0,0,12.61,6.65,-2,-4.12,12.61,-2.26,2.74,3.71,0,4.58,0,12.14,0,6.1,-9.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14960000,10.37,1.98,0.49,95.87,0,19.59,1.84,2.58,8.82,0,0,0,4.64,0,0,95.36,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,3.23,0,12.02,0,21.12,0,10.72,0,0,0,0,0,5.5,13.45,6.93,,,0.29,,,0.91,,,6.02,,,11.72,,,0.82,,,,
6970000,30.82,1.76,1.07,61.69,0,18.83,2.06,2.39,8.53,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,33.16,0,8.08,0,33.16,0,49.4,0,0,0,0,0,0,0,-1.24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374760000,3.21,1.06,0.75,50,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,2.3,1.52,0.47,2.28,1.08,11.44,3.81,2.38,-1.84,4.18,-0.92,0.28,0.74,7.34,-9.13,0.09,2.42,5.95,6.61,5.81,-22.79,0.21,0.36,0.05,0.88,0.35,5.52,5.84,6.66,7.72,0.22,0.53,0.02,0.58,0.01
547270000,-58.55,0,1.65,59.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52.4,0,-11.07,0,-52.4,0,-58.01,0,-84.09,0,-80.82,0,0,0,57.61,-94.06,-51.41,-23.04,0,1.47,1.8,0,-11.41,-8.39,0,96,94.08,0,86.51,118.01,0,-1.6,-0.86,0,-45.37,0
182060000,37.66,0.37,0.95,90.8,0,15.78,1.81,1.02,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.44,0,-4.56,0,29.44,0,-2.33,0,21.6,0,9.62,0,26.07,0,-25.75,27.05,-6.44,-10.61,-8.79,2.49,2.37,2.49,2.06,1.2,2.46,70.12,67.3,78.25,31.9,32.34,35.75,0.73,0.42,0.81,3.7,10.22
396690000,123.17,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.15,0,13.21,0,103.15,0,-40.35,0,0,0,0,0,0,0,-65.15,-9.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20080000,47.94,0.48,0.95,44.46,0,17.56,3.84,1.72,6.74,2.98,3.51,4.43,0,0,0.31,0,0,0.04,77.23,11.5,0,0,0,0,0,0,0,0,0,39.92,0,-0.2,0,39.92,0,4.56,0,24.57,0,16.64,0,32.31,0,-26.79,49.75,-5.3,-5.7,-5.04,2.51,2.39,2.52,2.18,1.62,2.82,87.92,89.07,89.47,28.76,28.32,33.86,0.86,0.66,0.98,6.65,12.59
749690000,36.88,1.12,0.95,59.26,0,14.52,1.61,2.67,6.24,0.47,0,77.5,19.62,0,0,0,2.16,0,0.25,0,0,0,0,0,0,0,0,0,0,23.01,0,-1.63,0,23.01,0,-1.26,0,24.19,0,15.41,0,25.65,0,-22.53,39.29,-0.93,-4.26,-8.22,2.06,2.09,2.38,2.09,1.49,2.38,73.05,78.73,82.26,25.86,26.31,33.36,0.92,0.65,0.84,7,10.57
43280000,23.15,0.92,0.95,48.24,0,15.56,2.06,1.45,9.42,98.21,0.32,0,0,0,0,0,0,0.58,0.89,0,0,0,0,0,0,0,0,0,0,18.35,0,-0.83,0,18.35,0,-12.79,0,14.08,0,2.5,0,17.64,0,-34.96,50.93,-8.02,-17.05,-18.77,1.94,2.33,2.82,1.38,0.63,2.05,65.36,66.04,75.78,25.76,32.03,41.14,0.59,0.21,0.59,0.74,6.08
14900000,13.66,2.27,0.29,99.66,0,11.49,2.28,1.16,8.64,2.89,12.94,8.13,10.42,12.47,14.05,8.74,3.44,3.85,7.46,15.62,0,0,0,0,0,0,0,0,0,12.49,10.9,1.12,-0.1,12.49,3.26,5.93,17.04,0,10.53,0,15.36,0,6.55,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23930000,15.23,1.42,0.79,98.25,0,10.21,1.17,0.51,3.14,15.92,22.47,15.66,1.04,1.14,5.8,0,4.84,10.38,7.45,15.31,0,0,0,0,0,0,0,0,0,11.23,0,-3.73,0,11.23,0,-7.37,0,5.91,0,0,0,0,0,-15.03,10.9,-7.58,,,1.07,,,0.55,,,71.18,,,13.62,,,0.39,,,,
20680000,-5.57,1.18,0.65,90.67,0,12.07,1.39,0.66,2.8,4.84,25.52,31.21,0,2.26,7.16,0,1.27,7.91,10.58,9.26,0,0,0,0,0,0,0,0,0,-5.07,3.28,-4.47,0.21,-5.07,3.13,-15.34,4.94,-2.75,2.32,0,3.53,0,0,-11.56,5.69,-8.5,0,0,0.39,0,0,-0.21,0,0,20.65,0,0,9.17,0,0,-0.41,0,0,0,0
334050000,,3.91,0,100,0,10.29,1.26,1.2,6.03,9.39,7.08,29.95,9.28,6.13,5.27,3.38,2.02,2.84,9.53,15.15,0,0,0,0,0,0,0,0,0,-12.75,0,3,0,-7.87,0,-9.52,0,8.11,0,1.78,0,0,0,,32.21,-0.5,-1.6,,0.96,0.98,,0.74,0.24,,93.59,94.55,,13.88,14.35,,0.56,0.15,,1.22,
2460000000,13.46,1.99,0.1,99.95,0,15.17,2.15,1.3,8.58,84.59,13.04,0,0,0,0,0,0,0.42,1.95,0,0,0,0,0,0,0,0,0,0,11.57,20.41,0.33,0.47,11.57,5.46,-2.62,22.79,9.79,-1.54,5.04,3.2,13.02,3.69,-17.37,23.66,-1.54,-2.06,-0.91,1.11,1.22,1.22,0.85,0.51,1.18,71.7,74.28,80.14,13.16,15.62,19.04,0.68,0.34,0.72,3.49,10.27
90080000000,19.31,1.45,0.05,97.53,0,16.76,1.95,1.24,7.36,5.4,12.5,13.5,12.08,3.55,11.65,3.14,1.04,3.71,15.65,17.78,0,0,0,0,0,0,0,0,0,16.13,6.65,-0.86,-4.12,16.13,-2.26,5.6,3.71,12.79,4.58,7.89,12.14,16.97,6.1,-9.3,16.24,-2.64,-3.8,-1.97,1.2,1.14,1.23,1.09,0.72,1.43,80.38,77.72,83.73,14.41,14.5,17.07,0.82,0.54,0.98,6.22,13.42
24020000000,22.63,0.67,0.07,97.97,0,24.13,2.84,2.32,8.24,3.69,11.61,5.33,11.21,3.21,19.14,0.7,1.52,3.19,13.9,26.49,0,0,0,0,0,0,0,0,0,19.51,2.03,0.36,-6.17,19.51,-4.3,10.42,0.34,15.78,3.74,8.71,11.52,17.55,7.28,-5.68,21.9,-0.54,-3.27,-1.56,1.26,1.18,1.24,1.32,0.79,1.48,80.98,75.21,81.04,15,15.17,17.53,0.97,0.58,0.99,6.74,13.77
483020000,4.12,2.88,0.43,0,76.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,0,2.01,0,3.59,0,4.57,0,1.66,0,0,0,0,0,-0.77,2.83,-0.46,0,0,1.09,0,0,0.14,0,0,95.27,0,0,3.32,0,0,0.11,0,0,0,0
29800000000,16.47,2.1,0.07,98.75,0,13.42,1.53,0.87,6.5,6.95,13.31,20.85,12.93,3.87,4.87,5.34,0.6,4.17,17.21,9.9,0,0,0,0,0,0,0,0,0,13.38,11.88,-1.92,-3.28,13.38,-1.32,1.62,8.5,10.3,4.96,7.19,12.52,16.35,5.74,-12.22,11.79,-4.37,-4.21,-2.38,1.16,1.11,1.22,0.9,0.66,1.39,74.76,75.06,82.74,14.38,14.38,17.02,0.66,0.5,0.95,5.72,13.01
24390000000,5.72,3.48,0.07,0,97.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,5.32,37.57,56.84,0,0,0,0,5.42,7.63,2.43,-0.11,5.42,1.14,6.16,7.09,3.38,4.99,3.85,4.96,0,6.03,-1.75,5.5,1.24,0.73,0,1.17,1.21,0,0.29,0.32,0,85.29,84.14,0,3.74,3.78,0,0.57,0.82,0,2.54,0
4080000000,8.16,4.27,0.07,0,98.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,7.37,36.61,53.47,0,0,0,0,8.21,14.39,4.52,-0.76,8.21,0.95,4.75,14,5.15,9.76,5.43,6.36,0,0,-6.91,12.4,2.47,0.32,0,2.14,2.28,0,0.45,0.46,0,76.59,74.57,0,7.2,7.56,0,0.57,0.63,0,2.02,0
3060000000,20.38,1.21,0.1,98.59,0,20.35,4.72,1.29,10.72,0.12,93.38,0,0.01,5.02,0,0,0,0,0.53,0.94,0,0,0,0,0,0,0,0,0,14.83,-0.65,2.76,-2.32,14.83,-3.49,10.04,-3.67,13.1,3.31,11.81,12.71,20.58,6.08,-2.26,22.83,0.79,4.81,7.86,1.19,1.06,0.99,1.1,1.01,1.67,79.52,77.76,74.16,13.39,13.35,16.03,0.89,0.84,1.22,10.33,20.27
29510000000,2.75,2.67,0.07,0,98.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,12.51,40.17,45.99,0,0,0,0,2.78,2.93,1.17,0.14,2.78,0.49,4.5,2.81,2.28,1.75,2.2,1.98,0,0,0.91,2.45,0.66,0.52,0,0.44,0.44,0,0.19,0.18,0,80.5,75.24,0,1.48,1.47,0,0.69,0.95,0,3.15,0
5250000000,11.63,2.66,0.1,99.6,0,17.51,3.7,1.19,13.67,0.21,0.55,0,0,98.75,0,0,0,0,0.28,0.21,0,0,0,0,0,0,0,0,0,11.28,5.8,3.44,-1.71,11.28,-4.2,9.66,6.28,5.02,9.06,8.26,13.07,13.78,9.55,-7.72,11.81,-1.21,4.29,6.88,0.58,0.57,0.52,0.46,0.71,1.12,27.51,34.18,45.96,11.1,10.77,10.56,0.38,0.72,1.23,13.12,25.69
4280000000,18.36,2.97,0.1,99.25,0,17.88,1.59,0.98,5.24,0.5,0,0,0.33,0,0,0,0,99.13,0.04,0.01,0,0,0,0,0,0,0,0,0,16.76,12.43,2.3,-4.33,16.76,2.1,-0.52,-2.23,4.2,-13.55,-4.33,-5.33,6.34,1.18,-19.91,-2.4,-6.86,-10.64,-5.85,1.24,1.24,1.15,0.51,-0.19,0.69,38.13,44.11,59.77,20.24,20.74,20.71,0.24,-0.15,0.38,-4.12,5.09
1.11E+11,12.31,3.08,0.05,97.35,0,13.29,1.38,1.02,6.24,8.46,11.18,19.5,4.09,10.59,9.77,3.36,3.4,6.65,13.7,9.32,0,0,0,0,0,0,0,0,0,10.64,4.11,0.6,1.28,10.64,5.62,-4.74,8.19,7.64,0.78,2.76,7.15,9.12,1.76,-14.47,26.44,-0.29,0.25,0.46,0.98,0.94,0.98,0.66,0.28,0.84,96.9,96.12,96.57,10.48,11.51,15.72,0.63,0.22,0.61,2.05,8.89
73190000,,1.02,0,0,99.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,10.79,37.58,51,0,0,0,0.11,-1.63,0,-0.59,0,-1.21,0,-1.92,0,0,0,0,0,0,0,,2.43,,,,,,,,,,,,,,,,,,,,
15040000,12.49,0.41,2.06,67.08,18.65,16.46,2.72,1.72,8.88,2.71,14.35,13.36,2.45,11.92,16.03,2.71,2.79,4.3,8.87,20.52,0,31.03,3.52,12.63,19.31,15.24,14.42,2.81,1.04,10.01,4.29,1.01,0.46,10.01,2.71,3.65,9.55,7.02,6.03,4.71,9.07,0,0,-6.36,12.11,-2.2,-2.68,0,0.66,0.67,0,0.59,0.41,0,95.03,96.44,0,7.31,7.63,0,0.79,0.54,0,5.93,0
29510000,8.93,1.87,0.39,99.46,0,14.83,1.73,0.65,11.61,31.91,0,0,0,38.78,0,0,0,0.28,29.04,0,0,0,0,0,0,0,0,0,0,7.69,20.41,-0.87,0.47,7.69,5.46,-1.2,22.79,9.94,-1.54,2.46,3.2,0,3.69,-9.07,19.8,0.49,-2.98,0,0.89,0.92,0,0.84,0.28,0,74.18,71.42,0,10.3,12,0,0.85,0.22,0,2.07,0
983630000,,3.03,0,99.94,0,13.66,1.61,1.16,4.06,6.8,10.5,21.31,1.95,12.52,13.46,4.04,3.78,4.85,13.84,6.96,0,0,0,0,0,0,0,0,0,-5,0,-0.62,0,-6.41,0,-5.52,0,1.4,0,0,0,0,0,,12.16,0.5,,,1,,,0.17,,,99.94,,,10.42,,,0.22,,,,
49990000,,0.56,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,36.45,17.1,24.13,0,0,0,0.42,-0.06,0,0.53,0,0.31,0,-1.01,0,0,0,0,0,0,0,,0.02,,,,,,,,,,,,,,,,,,,,
37520000000,12.35,3.02,0.09,97.83,0,12.93,1.42,1.09,5.83,8.23,11.14,20.82,3.52,10.1,8.46,3.38,4.06,7.35,11.38,11.56,0,0,0,0,0,0,0,0,0,10.42,4.11,1,1.28,10.42,5.62,-4.91,8.19,8.28,0.78,2.86,7.15,9.04,1.76,-13.97,27.27,0.26,0.34,0.15,0.98,0.96,1.01,0.71,0.29,0.83,98.49,98.25,98.54,10.45,11.7,16.07,0.69,0.23,0.59,2.14,8.53
1530000000,,3.39,0,99.85,0,13.27,1.61,1.14,4.19,7.5,10.58,20.66,1.8,13.53,12.98,3.81,3.76,8.19,11.78,5.42,0,0,0,0,0,0,0,0,0,-5.17,0,-0.84,0,-6.01,0,-4.53,0,0.67,0,4.85,0,0,0,,10.73,0.24,0.3,,1.01,1,,0.1,0.45,,99.95,99.96,,10.09,11.5,,0.15,0.49,,5.08,
263860000,,2.13,0,99.97,0,14.95,2.1,1.59,7.59,4.62,11.64,18.39,2.79,8.86,12.93,3.13,3.69,5.97,10.95,17.02,0,0,0,0,0,0,0,0,0,-2.88,0,0.73,0,-6.13,0,-0.77,0,8.38,0,0,0,0,0,,23.29,0.04,,,1.01,,,0.73,,,99.91,,,9.57,,,0.8,,,,
